dataset,n_donors,trial,cell_type,n_cells,k_max,n_genes,dp_variant,prefactor,clip_value,delta,epsilon,delta_F,sigma
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,100,212.2591935483871,10.283544579396017
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,1000,212.2591935483871,1.0283544579396016
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,10000,212.2591935483871,0.10283544579396016
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,100000,212.2591935483871,0.010283544579396016
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,1000000,212.2591935483871,0.0010283544579396016
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,10000000,212.2591935483871,0.00010283544579396016
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,100000000,212.2591935483871,1.0283544579396016e-05
aida,50d,5,CD16-positive__CD56-dim_natural_killer_cell__human,13093,693,422,v2,1.0,3.0,1e-05,1000000000,212.2591935483871,1.0283544579396016e-06
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,1,1506.6503496503497,7299.427542892264
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,10,1506.6503496503497,729.9427542892264
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,100,1506.6503496503497,72.99427542892263
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,1000,1506.6503496503497,7.299427542892264
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,10000,1506.6503496503497,0.7299427542892264
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,100000,1506.6503496503497,0.07299427542892263
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,1000000,1506.6503496503497,0.007299427542892264
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,10000000,1506.6503496503497,0.0007299427542892264
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,100000000,1506.6503496503497,7.299427542892264e-05
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v1,4.0,3.0,1e-05,1000000000,1506.6503496503497,7.299427542892264e-06
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,1,376.6625874125874,1824.856885723066
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,10,376.6625874125874,182.4856885723066
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,100,376.6625874125874,18.24856885723066
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,1000,376.6625874125874,1.824856885723066
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,10000,376.6625874125874,0.1824856885723066
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,100000,376.6625874125874,0.018248568857230658
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,1000000,376.6625874125874,0.001824856885723066
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,10000000,376.6625874125874,0.0001824856885723066
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,100000000,376.6625874125874,1.824856885723066e-05
aida,50d,5,CD1c-positive_myeloid_dendritic_cell,1218,74,647,v2,1.0,3.0,1e-05,1000000000,376.6625874125874,1.824856885723066e-06
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,1,1545.7174638487209,7488.700103355338
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,10,1545.7174638487209,748.8700103355338
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,100,1545.7174638487209,74.88700103355337
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,1000,1545.7174638487209,7.488700103355338
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,10000,1545.7174638487209,0.7488700103355338
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,100000,1545.7174638487209,0.07488700103355338
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,1000000,1545.7174638487209,0.007488700103355338
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,10000000,1545.7174638487209,0.0007488700103355338
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,100000000,1545.7174638487209,7.488700103355337e-05
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v1,4.0,3.0,1e-05,1000000000,1545.7174638487209,7.488700103355338e-06
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,1,386.4293659621802,1872.1750258388345
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,10,386.4293659621802,187.21750258388346
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,100,386.4293659621802,18.721750258388344
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,1000,386.4293659621802,1.8721750258388346
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,10000,386.4293659621802,0.18721750258388345
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,100000,386.4293659621802,0.018721750258388344
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,1000000,386.4293659621802,0.0018721750258388346
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,10000000,386.4293659621802,0.00018721750258388344
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,100000000,386.4293659621802,1.8721750258388343e-05
aida,50d,5,CD4-positive__alpha-beta_T_cell,1998,200,386,v2,1.0,3.0,1e-05,1000000000,386.4293659621802,1.8721750258388345e-06
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,1,3787.10447761194,18347.78370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,10,3787.10447761194,1834.778370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,100,3787.10447761194,183.4778370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,1000,3787.10447761194,18.34778370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,10000,3787.10447761194,1.8347783703170761
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,100000,3787.10447761194,0.1834778370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,1000000,3787.10447761194,0.01834778370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,10000000,3787.10447761194,0.001834778370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,100000000,3787.10447761194,0.0001834778370317076
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v1,4.0,3.0,1e-05,1000000000,3787.10447761194,1.834778370317076e-05
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,1,946.776119402985,4586.94592579269
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,10,946.776119402985,458.694592579269
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,100,946.776119402985,45.8694592579269
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,1000,946.776119402985,4.58694592579269
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,10000,946.776119402985,0.45869459257926903
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,100000,946.776119402985,0.0458694592579269
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,1000000,946.776119402985,0.00458694592579269
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,10000000,946.776119402985,0.000458694592579269
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,100000000,946.776119402985,4.58694592579269e-05
aida,50d,5,CD4-positive__alpha-beta_cytotoxic_T_cell,1528,322,394,v2,1.0,3.0,1e-05,1000000000,946.776119402985,4.58694592579269e-06
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,1,2674.285714285714,12956.39350228184
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,10,2674.285714285714,1295.639350228184
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,100,2674.285714285714,129.5639350228184
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,1000,2674.285714285714,12.956393502281841
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,10000,2674.285714285714,1.295639350228184
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,100000,2674.285714285714,0.1295639350228184
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,1000000,2674.285714285714,0.012956393502281841
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,10000000,2674.285714285714,0.001295639350228184
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,100000000,2674.285714285714,0.00012956393502281841
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v1,4.0,3.0,1e-05,1000000000,2674.285714285714,1.295639350228184e-05
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,1,668.5714285714286,3239.09837557046
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,10,668.5714285714286,323.909837557046
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,100,668.5714285714286,32.3909837557046
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,1000,668.5714285714286,3.2390983755704603
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,10000,668.5714285714286,0.323909837557046
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,100000,668.5714285714286,0.0323909837557046
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,1000000,668.5714285714286,0.0032390983755704603
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,10000000,668.5714285714286,0.000323909837557046
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,100000000,668.5714285714286,3.2390983755704604e-05
aida,50d,5,CD8-positive__alpha-beta_T_cell,257,40,403,v2,1.0,3.0,1e-05,1000000000,668.5714285714286,3.23909837557046e-06
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,1,1085.004971590909,5256.637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,10,1085.004971590909,525.6637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,100,1085.004971590909,52.56637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,1000,1085.004971590909,5.256637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,10000,1085.004971590909,0.5256637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,100000,1085.004971590909,0.05256637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,1000000,1085.004971590909,0.005256637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,10000000,1085.004971590909,0.0005256637796316647
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,100000000,1085.004971590909,5.256637796316647e-05
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v1,4.0,3.0,1e-05,1000000000,1085.004971590909,5.256637796316647e-06
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,1,271.25124289772725,1314.1594490791617
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,10,271.25124289772725,131.41594490791618
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,100,271.25124289772725,13.141594490791617
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,1000,271.25124289772725,1.3141594490791617
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,10000,271.25124289772725,0.13141594490791617
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,100000,271.25124289772725,0.013141594490791617
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,1000000,271.25124289772725,0.0013141594490791617
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,10000000,271.25124289772725,0.00013141594490791617
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,100000000,271.25124289772725,1.3141594490791618e-05
aida,50d,5,CD8-positive__alpha-beta_cytotoxic_T_cell,6043,411,413,v2,1.0,3.0,1e-05,1000000000,271.25124289772725,1.3141594490791618e-06
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,1,850.8554710356934,4122.229063790314
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,10,850.8554710356934,412.22290637903143
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,100,850.8554710356934,41.22229063790314
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,1000,850.8554710356934,4.122229063790314
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,10000,850.8554710356934,0.4122229063790314
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,100000,850.8554710356934,0.04122229063790314
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,1000000,850.8554710356934,0.004122229063790314
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,10000000,850.8554710356934,0.0004122229063790314
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,100000000,850.8554710356934,4.122229063790314e-05
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v1,4.0,3.0,1e-05,1000000000,850.8554710356934,4.122229063790314e-06
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,1,212.71386775892336,1030.5572659475786
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,10,212.71386775892336,103.05572659475786
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,100,212.71386775892336,10.305572659475786
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,1000,212.71386775892336,1.0305572659475786
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,10000,212.71386775892336,0.10305572659475785
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,100000,212.71386775892336,0.010305572659475785
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,1000000,212.71386775892336,0.0010305572659475785
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,10000000,212.71386775892336,0.00010305572659475785
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,100000000,212.71386775892336,1.0305572659475785e-05
aida,50d,5,CD8-positive__alpha-beta_memory_T_cell,3622,204,396,v2,1.0,3.0,1e-05,1000000000,212.71386775892336,1.0305572659475785e-06
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,1,917.9690544412607,4447.3813058659125
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,10,917.9690544412607,444.73813058659124
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,100,917.9690544412607,44.473813058659125
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,1000,917.9690544412607,4.447381305865912
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,10000,917.9690544412607,0.44473813058659123
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,100000,917.9690544412607,0.04447381305865913
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,1000000,917.9690544412607,0.004447381305865913
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,10000000,917.9690544412607,0.00044473813058659126
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,100000000,917.9690544412607,4.447381305865912e-05
aida,50d,5,T_cell,1853,108,412,v1,4.0,3.0,1e-05,1000000000,917.9690544412607,4.447381305865913e-06
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,1,229.49226361031518,1111.8453264664781
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,10,229.49226361031518,111.18453264664781
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,100,229.49226361031518,11.118453264664781
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,1000,229.49226361031518,1.111845326466478
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,10000,229.49226361031518,0.11118453264664781
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,100000,229.49226361031518,0.011118453264664782
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,1000000,229.49226361031518,0.0011118453264664782
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,10000000,229.49226361031518,0.00011118453264664782
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,100000000,229.49226361031518,1.111845326466478e-05
aida,50d,5,T_cell,1853,108,412,v2,1.0,3.0,1e-05,1000000000,229.49226361031518,1.1118453264664782e-06
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,1,580.0413589364845,2810.187428304261
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,10,580.0413589364845,281.0187428304261
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,100,580.0413589364845,28.101874283042612
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,1000,580.0413589364845,2.8101874283042614
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,10000,580.0413589364845,0.2810187428304261
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,100000,580.0413589364845,0.028101874283042613
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,1000000,580.0413589364845,0.002810187428304261
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,10000000,580.0413589364845,0.00028101874283042614
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,100000000,580.0413589364845,2.810187428304261e-05
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v1,4.0,3.0,1e-05,1000000000,580.0413589364845,2.8101874283042614e-06
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,1,145.01033973412112,702.5468570760653
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,10,145.01033973412112,70.25468570760653
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,100,145.01033973412112,7.025468570760653
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,1000,145.01033973412112,0.7025468570760653
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,10000,145.01033973412112,0.07025468570760653
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,100000,145.01033973412112,0.007025468570760653
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,1000000,145.01033973412112,0.0007025468570760652
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,10000000,145.01033973412112,7.025468570760654e-05
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,100000000,145.01033973412112,7.0254685707606526e-06
aida,50d,5,central_memory_CD4-positive__alpha-beta_T_cell,9882,404,378,v2,1.0,3.0,1e-05,1000000000,145.01033973412112,7.025468570760653e-07
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,1,2920.695652173913,14150.201666120853
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,10,2920.695652173913,1415.0201666120852
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,100,2920.695652173913,141.50201666120853
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,1000,2920.695652173913,14.150201666120852
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,10000,2920.695652173913,1.4150201666120852
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,100000,2920.695652173913,0.14150201666120854
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,1000000,2920.695652173913,0.014150201666120852
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,10000000,2920.695652173913,0.0014150201666120854
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,100000000,2920.695652173913,0.00014150201666120852
aida,50d,5,conventional_dendritic_cell,26,3,622,v1,4.0,3.0,1e-05,1000000000,2920.695652173913,1.4150201666120853e-05
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,1,730.1739130434783,3537.550416530213
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,10,730.1739130434783,353.7550416530213
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,100,730.1739130434783,35.37550416530213
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,1000,730.1739130434783,3.537550416530213
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,10000,730.1739130434783,0.3537550416530213
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,100000,730.1739130434783,0.035375504165302135
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,1000000,730.1739130434783,0.003537550416530213
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,10000000,730.1739130434783,0.00035375504165302134
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,100000000,730.1739130434783,3.537550416530213e-05
aida,50d,5,conventional_dendritic_cell,26,3,622,v2,1.0,3.0,1e-05,1000000000,730.1739130434783,3.5375504165302133e-06
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,1,3888.0,18836.602861009753
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,10,3888.0,1883.6602861009753
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,100,3888.0,188.36602861009752
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,1000,3888.0,18.83660286100975
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,10000,3888.0,1.8836602861009752
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,100000,3888.0,0.18836602861009752
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,1000000,3888.0,0.018836602861009754
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,10000000,3888.0,0.0018836602861009753
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,100000000,3888.0,0.00018836602861009753
aida,50d,5,dendritic_cell,14,2,648,v1,4.0,3.0,1e-05,1000000000,3888.0,1.8836602861009754e-05
aida,50d,5,dendritic_cell,14,2,648,v2,1.0,3.0,1e-05,1,972.0,4709.150715252438
