,highly_variable
LINC00959,False
GLRX3,False
TCERG1L,False
PPP2R2D,False
BNIP3,False
JAKMIP3,False
RP11-140A10.3,False
DPYSL4,False
STK32C,False
LRRC27,False
PWWP2B,False
RP11-432J24.2,False
RP11-432J24.3,False
C10orf91,False
RP11-432J24.5,False
LINC01165,False
INPP5A,False
RP11-288G11.3,False
TTC40,False
LINC01167,False
GPR123,False
KNDC1,False
UTF1,False
VENTX,False
MIR202HG,False
ADAM8,True
TUBGCP2,False
RP11-122K13.12,False
ZNF511,False
RP11-122K13.14,False
CALY,False
RP11-122K13.7,False
PRAP1,False
FUOM,False
ECHS1,False
PAOX,False
RP11-108K14.8,False
MTG1,False
SPRN,False
CYP2E1,False
SYCE1,False
LINC01001,False
BET1L,False
SCGB1C1,False
ODF3,False
RP11-304M2.5,False
RIC8A,False
SIRT3,False
PSMD13,False
NLRP6,False
RP11-326C3.2,False
ATHL1,False
IFITM5,False
IFITM2,False
RP11-326C3.7,False
IFITM1,False
RP11-326C3.11,False
IFITM3,True
RP11-326C3.10,False
RP11-326C3.14,False
RP11-326C3.13,False
RP11-326C3.12,False
RP11-326C3.15,True
B4GALNT4,False
PKP3,False
SIGIRR,False
ANO9,False
PTDSS2,False
RP13-317D12.3,False
RNH1,False
HRAS,False
LRRC56,False
C11orf35,False
RP11-496I9.1,False
RASSF7,False
MIR210HG,False
PHRF1,False
IRF7,True
CDHR5,False
SCT,False
DRD4,False
DEAF1,False
RP11-754B17.1,False
EPS8L2,False
TMEM80,False
TALDO1,False
PDDC1,False
AP006621.5,False
AP006621.6,False
CEND1,False
SLC25A22,False
PIDD,False
RPLP2,False
PNPLA2,False
AP006621.8,False
EFCAB4A,False
CD151,False
POLR2L,False
TSPAN4,False
RP11-1391J7.1,False
CHID1,False
AP2A2,False
MUC6,False
MUC5B,False
RP11-532E4.2,False
TOLLIP,False
AC136297.1,False
TOLLIP-AS1,False
BRSK2,False
MOB2,False
DUSP8,False
KRTAP5-AS1,False
KRTAP5-1,False
KRTAP5-2,False
KRTAP5-5,False
IFITM10,False
CTSD,False
AC068580.6,False
SYT8,False
TNNI2,False
LSP1,False
C11orf89,False
LINC01150,False
TNNT3,False
MRPL23,False
MRPL23-AS1,False
AC051649.6,False
IGF2,False
TH,False
ASCL2,True
C11orf21,False
TSPAN32,False
CD81,True
TSSC4,False
AC124057.5,False
TRPM5,False
KCNQ1,False
KCNQ1OT1,True
KCNQ1-AS1,False
KCNQ1DN,False
CDKN1C,True
SLC22A18AS,False
SLC22A18,False
PHLDA2,False
NAP1L4,False
AC131971.1,False
CARS,False
CARS-AS1,False
OSBPL5,True
MRGPRG-AS1,False
ZNF195,False
RP13-726E6.1,False
ART5,False
CHRNA10,False
NUP98,False
PGAP2,False
RHOG,False
AC090587.5,False
STIM1,False
RRM1,False
RRM1-AS1,False
RP11-23F23.2,False
TRIM21,False
OR52K2,False
OR52K1,False
TRIM68,False
OR51E2,False
HBB,True
HBD,False
HBG1,False
HBG2,False
HBE1,False
OR51B4,False
OR51B2,False
OR51B5,False
OR51B6,False
OR51I1,False
UBQLN3,False
UBQLNL,False
OR52H1,False
AC015691.13,False
OR52B6,False
TRIM6,False
TRIM34,False
TRIM5,False
TRIM22,False
OR56B1,False
OR52N4,False
OR52N2,False
AC025016.1,False
RP11-290F24.6,False
FAM160A2,False
CNGA4,False
PRKCDBP,False
RP11-304C12.3,False
SMPD1,False
APBB1,False
HPX,False
TRIM3,False
ARFIP2,False
TIMM10B,False
TIMM10B-1,False
DNHD1,False
RRP8,False
RP11-732A19.8,False
ILK,False
TAF10,False
TPP1,False
RP11-732A19.9,False
DCHS1,False
RP11-732A19.5,False
MRPL17,False
ZNF215,False
ZNF214,False
NLRP14,False
RBMXL2,False
CTD-2516F10.2,False
OLFML1,False
PPFIBP2,False
CTD-2516F10.4,False
CYB5R2,False
EIF3F,False
RP11-236J17.3,False
TUB,False
RIC3,False
RP11-379P15.1,False
LMO1,False
STK33,False
TRIM66,False
RP11-152H18.4,False
RPL27A,False
ST5,False
RP11-152H18.3,False
RP11-318C2.1,False
AKIP1,False
C11orf16,False
TMEM9B,False
TMEM9B-AS1,False
NRIP3,False
RP11-467K18.2,False
SCUBE2,False
DENND5A,False
TMEM41B,False
IPO7,False
CTD-2371O3.2,False
AC132192.1,False
ZNF143,False
WEE1,False
SWAP70,True
RP11-540A21.2,False
SBF2-AS1,False
SBF2,True
RP11-1H15.2,False
RP11-351I24.1,False
ADM,False
AMPD3,False
MTRNR2L8,False
RNF141,False
MRVI1-AS1,False
LYVE1,False
MRVI1,False
CTR9,False
RP11-685M7.5,False
EIF4G2,False
RP11-685M7.3,False
ZBED5,False
ZBED5-AS1,False
CTD-2003C8.2,False
RP11-179A10.1,False
CTD-3224I3.3,False
GALNT18,False
CSNK2A3,False
RP11-567I13.1,False
USP47,False
DKK3,False
RP13-631K18.2,False
RP13-631K18.3,False
MICAL2,False
RP11-265D17.2,False
MICALCL,False
PARVA,False
TEAD1,False
RP11-47J17.2,False
LINC00958,False
ARNTL,False
BTBD10,False
FAR1,False
RP11-98J9.1,False
RP11-98J9.2,False
RP11-231N3.1,False
RP11-21L19.1,False
RRAS2,False
COPB1,False
PSMA1,False
PDE3B,False
CYP2R1,False
CALCB,False
INSC,False
SOX6,False
C11orf58,False
PLEKHA7,False
RPS13,False
PIK3C2A,False
NUCB2,False
NCR3LG1,False
RP1-239B22.5,False
KCNJ11,False
ABCC8,False
USH1C,False
OTOG,False
KCNC1,False
SERGEF,False
TPH1,False
SAAL1,False
MRGPRX3,False
RP11-113D6.10,False
SAA4,False
SAA2,False
SAA1,False
HPS5,False
GTF2H1,False
LDHA,False
LDHC,False
LDHAL6A,False
TSG101,False
UEVLD,False
SPTY2D1,False
TMEM86A,False
IGSF22,False
RP11-1081L13.4,False
PTPN5,False
MRGPRX2,False
ZDHHC13,False
CSRP3,False
RP11-428C19.4,False
E2F8,False
RP11-428C19.5,False
NAV2,False
RP11-359E10.1,False
NAV2-AS3,False
NAV2-AS2,False
NAV2-AS1,False
DBX1,False
HTATIP2,False
PRMT3,False
ANO5,False
CTD-3064C13.1,False
FANCF,False
AC103801.2,False
GAS2,False
SVIP,False
RP11-17A1.3,False
RP11-266A24.1,False
LUZP2,False
CTD-2507G9.1,False
ANO3,False
MUC15,False
SLC5A12,False
RP11-1L12.3,False
CCDC34,False
LGR4,False
RP11-159H22.2,False
LIN7C,False
BDNF-AS,False
LINC00678,False
BDNF,False
RP11-406D1.2,False
KIF18A,False
METTL15,True
RP11-22P4.1,False
RP11-22P4.2,False
RP11-115J23.1,False
RP11-624D11.2,False
ARL14EP,False
MPPED2,False
RP4-710M3.2,False
RP5-1024C24.1,False
DCDC1,False
DNAJC24,False
IMMP1L,False
ELP4,False
Z83001.1,False
PAX6,False
RCN1,False
RP1-17K7.2,False
RP1-65P5.5,False
WT1,False
WT1-AS,False
EIF3M,False
CCDC73,False
PRRG4,False
QSER1,False
DEPDC7,False
TCP11L1,False
CSTF3,False
CSTF3-AS1,False
HIPK3,False
KIAA1549L,False
RP4-541C22.5,False
C11orf91,False
CD59,False
FBXO3,False
RP11-646J21.5,False
RP11-646J21.6,False
LMO2,False
CAPRIN1,False
NAT10,False
ABTB2,False
CAT,False
ELF5,False
EHF,False
APIP,False
PDHX,False
RP4-607I7.1,False
CD44,False
RP1-68D18.4,False
SLC1A2,False
RP1-68D18.3,False
FJX1,False
TRIM44,False
LDLRAD3,False
LINC00610,False
COMMD9,False
PRR5L,True
RP11-219O3.2,False
TRAF6,False
RAG1,False
RAG2,False
C11orf74,False
LRRC4C,False
API5,False
RP11-484D2.2,False
TTC17,False
HSD17B12,False
RP11-613D13.5,False
ALKBH3,False
ALKBH3-AS1,False
C11orf96,False
RP11-613D13.8,False
ACCSL,False
ACCS,False
EXT2,False
CD82,False
RP11-58K22.5,False
RP11-58K22.4,False
RP11-45A12.1,False
TSPAN18,False
TP53I11,False
PRDM11,False
SYT13,False
RP11-430H10.1,False
RP11-430H10.2,False
CHST1,False
CTD-2210P24.1,False
CTD-2210P24.4,False
SLC35C1,False
CRY2,False
MAPK8IP1,False
RP11-618K13.2,False
C11orf94,False
PEX16,False
GYLTL1B,False
PHF21A,False
RP11-702F3.1,False
RP11-702F3.4,False
CTD-2589M5.5,False
CTD-2589M5.4,False
CREB3L1,False
DGKZ,False
MDK,False
CHRM4,False
AMBRA1,False
HARBI1,False
ATG13,False
ARHGAP1,False
ZNF408,False
F2,False
CKAP5,False
LRP4-AS1,False
LRP4,False
C11orf49,False
RP11-390K5.3,False
ARFGAP2,False
PACSIN3,False
DDB2,False
RP11-17G12.2,False
ACP2,False
NR1H3,False
MADD,False
RP11-17G12.3,False
MYBPC3,False
SPI1,True
RP11-750H9.5,False
SLC39A13,False
PSMC3,False
RAPSN,False
CELF1,False
NDUFS3,False
PTPMT1,False
KBTBD4,False
KBTBD4-1,False
FAM180B,False
C1QTNF4,False
MTCH2,False
AGBL2,False
FNBP4,False
NUP160,False
PTPRJ,False
AC103828.1,False
RP11-347H15.4,False
OR4C6,False
APLNR,False
TNKS1BP1,False
RP11-872D17.4,False
SSRP1,False
P2RX3,False
PRG3,False
PRG2,False
SLC43A3,False
RTN4RL2,False
RP11-624G17.3,False
SLC43A1,False
TIMM10,False
SMTNL1,False
UBE2L6,False
SERPING1,False
YPEL4,False
CLP1,False
ZDHHC5,False
MED19,False
TMX2,False
TMX2-CTNND1,False
C11orf31,False
RP11-691N7.6,False
BTBD18,False
CTNND1,False
OR9Q1,False
OR5B2,False
OR5B12,False
RP11-655C2.3,False
OR5B21,False
LPXN,False
ZFP91,False
AP001350.1,False
CNTF,False
GLYAT,False
GLYATL2,False
GLYATL1,False
RP11-780O24.2,False
RP11-142C4.6,False
FAM111B,False
AP001258.4,False
FAM111A,False
DTX4,False
MPEG1,True
RP11-1036E20.9,False
OR5A1,False
OR4D11,False
AP000442.4,False
OSBP,False
AP000442.1,False
PATL1,False
AP000640.2,False
OR10V1,False
STX3,False
AP000640.10,False
MRPL16,False
GIF,False
TCN1,False
MS4A3,False
MS4A2,False
AP001257.1,False
MS4A6A,True
MS4A4E,False
MS4A4A,False
MS4A6E,False
MS4A7,True
MS4A14,False
MS4A5,False
MS4A1,True
MS4A12,False
LINC00301,False
MS4A15,False
MS4A10,False
RP11-804A23.1,False
RP11-804A23.2,False
RP11-804A23.4,False
CCDC86,False
PTGDR2,False
ZP1,False
PRPF19,False
RP11-881M11.2,False
RP11-881M11.1,False
TMEM109,False
RP11-881M11.4,False
TMEM132A,False
SLC15A3,False
CD6,False
RP11-881M11.8,False
CD5,False
VPS37C,False
PGA3,False
PGA4,False
VWCE,False
DDB1,False
DAK,False
CYB561A3,False
TMEM138,False
TMEM216,False
CPSF7,False
RP11-286N22.8,False
SDHAF2,False
PPP1R32,False
LRRC10B,False
SYT7,False
DAGLA,False
RP11-467L20.10,False
MYRF,False
TMEM258,False
FEN1,False
FADS2,False
FADS1,False
FADS3,False
RAB3IL1,False
BEST1,False
FTH1,False
AP003733.1,False
RP11-810P12.5,False
INCENP,False
SCGB2A2,False
RP11-703H8.7,False
ASRGL1,False
CTD-2531D15.5,False
SCGB1A1,False
CTD-2531D15.4,False
AHNAK,True
RP11-864I4.3,False
RP11-864I4.4,False
EEF1G,False
MIR3654,False
TUT1,False
MTA2,True
EML3,False
ROM1,False
B3GAT3,False
GANAB,False
INTS5,False
C11orf48,False
METTL12,False
C11orf83,False
UBXN1,False
LRRN4CL,False
HNRNPUL2-BSCL2,False
BSCL2,False
GNG3,False
HNRNPUL2,False
TTC9C,False
ZBTB3,False
POLR2G,False
RP11-727F15.11,False
TAF6L,False
TMEM223,False
RP11-727F15.12,False
TMEM179B,False
NXF1,False
STX5,False
RP11-727F15.9,True
WDR74,True
SLC3A2,False
SLC22A25,False
SLC22A9,False
HRASLS5,False
LGALS12,False
RARRES3,False
HRASLS2,True
PLA2G16,True
RP11-697H9.3,False
ATL3,False
RP11-697H9.2,False
RTN3,False
C11orf95,False
RP11-466C23.4,False
C11orf84,False
MARK2,False
RCOR2,False
NAA40,False
COX8A,False
AP000721.4,False
OTUB1,False
MACROD1,False
RP11-21A7A.4,False
FLRT1,False
RP11-21A7A.3,False
STIP1,False
FERMT3,False
TRPT1,False
NUDT22,False
RP11-783K16.14,False
DNAJC4,False
VEGFB,False
FKBP2,False
PPP1R14B,True
RP11-783K16.5,False
RP11-783K16.13,False
PLCB3,False
BAD,False
GPR137,False
KCNK4,False
TEX40,False
ESRRA,False
TRMT112,False
PRDX5,False
AP003774.1,False
CCDC88B,False
RPS6KA4,False
AP003774.6,False
AP003774.4,False
SLC22A11,False
NRXN2,False
AP001092.4,False
RASGRP2,False
PYGM,False
SF1,False
AP001462.6,False
RP11-869B15.1,False
MAP4K2,False
MEN1,False
CDC42BPG,False
EHD1,False
RP11-665N17.4,False
MIR194-2,False
ATG2A,True
PPP2R5B,False
GPHA2,False
C11orf85,False
BATF2,False
ARL2,False
SNX15,False
SAC3D1,False
NAALADL1,False
CDCA5,False
ZFPL1,False
TMEM262,False
VPS51,False
AP003068.9,False
TM7SF2,False
ZNHIT2,False
FAU,False
SYVN1,False
MRPL49,False
SPDYC,False
AP003068.23,False
CAPN1,False
POLA2,False
CDC42EP2,False
DPF2,False
TIGD3,False
RP11-867O8.5,False
SLC25A45,False
FRMD8,False
NEAT1,False
AP000769.1,False
MALAT1,False
AP000769.7,False
SCYL1,False
LTBP3,False
SSSCA1-AS1,False
SSSCA1,False
FAM89B,False
EHBP1L1,False
AP001362.1,False
KCNK7,False
MAP3K11,False
PCNXL3,False
SIPA1,False
RELA,False
KAT5,False
RNASEH2C,False
RP11-770G2.2,False
AP5B1,False
OVOL1,False
OVOL1-AS1,False
RP11-770G2.5,False
CFL1,False
SNX32,False
MUS81,False
EFEMP2,False
CTSW,True
FIBP,False
CCDC85B,False
FOSL1,False
C11orf68,False
DRAP1,False
SART1,False
EIF1AD,False
BANF1,False
CST6,False
CATSPER1,True
GAL3ST3,False
SF3B2,False
RP11-1167A19.2,False
PACS1,False
RP11-755F10.1,False
KLC2,False
RP11-755F10.3,False
RP11-867G23.1,False
RP11-867G23.2,False
RAB1B,False
RP11-867G23.3,False
RP11-867G23.4,False
CNIH2,False
YIF1A,False
TMEM151A,False
RP11-867G23.13,False
CD248,False
RIN1,False
RP11-867G23.12,False
BRMS1,False
B3GNT1,False
RP11-867G23.8,False
SLC29A2,False
MRPL11,False
PELI3,False
CTD-3074O7.5,False
DPP3,False
BBS1,False
ZDHHC24,False
CTD-3074O7.12,False
CTD-3074O7.2,False
CTSF,False
CCDC87,False
CCS,False
RBM14,False
RBM4,False
RBM14-RBM4,False
RBM4B,False
RP11-658F2.8,False
SPTBN2,False
C11orf80,False
RCE1,False
PC,False
LRFN4,False
SYT12,False
RHOD,False
KDM2A,False
AP001885.1,False
ADRBK1,False
ANKRD13D,False
SSH3,False
POLD4,False
CLCF1,False
RAD9A,False
PPP1CA,False
TBC1D10C,False
CARNS1,False
RPS6KB2,False
AP003419.16,False
PTPRCAP,False
CORO1B,False
GPR152,False
CABP4,False
CTC-1337H24.1,False
CTC-1337H24.2,False
TMEM134,False
AIP,False
PITPNM1,False
CDK2AP2,True
GSTP1,False
C11orf72,False
RP11-655M14.12,False
NDUFV1,False
RP11-655M14.13,False
NUDT8,False
TBX10,False
ACY3,False
ALDH3B2,False
RP11-119D9.1,False
RP5-903G2.2,False
UNC93B1,False
ALDH3B1,False
RP5-901A4.1,False
NDUFS8,False
TCIRG1,False
RP11-802E16.3,False
CHKA,False
CTD-2655K5.1,False
SUV420H1,False
C11orf24,False
LRP5,False
PPP6R3,False
CTD-2007L18.5,False
GAL,False
MTL5,False
CPT1A,True
RP11-757G1.6,False
MRPL21,False
IGHMBP2,False
MRGPRD,False
MRGPRF,False
RP11-554A11.6,False
TPCN2,False
RP11-554A11.7,False
RP11-554A11.8,False
RP11-554A11.9,False
MYEOV,False
RP11-211G23.2,False
CCND1,False
ORAOV1,False
RP11-626H12.2,False
ANO1-AS1,False
FADD,False
RP11-805J14.5,False
PPFIA1,False
AP000487.6,False
CTA-797E19.2,False
AP000487.4,False
AP000487.5,True
CTTN,False
SHANK2,False
SHANK2-AS1,False
SHANK2-AS3,False
DHCR7,False
RP11-660L16.2,False
NADSYN1,False
KRTAP5-7,False
KRTAP5-8,False
KRTAP5-9,False
KRTAP5-10,False
AP000867.1,False
RP11-167J8.3,False
FAM86C1,False
DEFB108B,False
RP11-849H4.2,False
RNF121,False
IL18BP,False
NUMA1,False
RP11-849H4.4,False
LRTOMT,False
LAMTOR1,False
ANAPC15,False
FOLR3,True
RP11-807H22.7,False
FOLR2,False
INPPL1,False
PHOX2A,False
CLPB,False
AP000593.7,False
RP11-45F15.1,False
RP11-7N14.1,False
RP11-169D4.1,False
PDE2A,False
RP11-169D4.2,False
ARAP1,False
ARAP1-AS1,False
ARAP1-AS2,False
STARD10,False
ATG16L2,False
FCHSD2,False
RP11-800A3.3,False
RP11-800A3.2,False
P2RY2,False
P2RY6,False
RP11-800A3.7,False
ARHGEF17,False
RELT,False
RP11-809N8.2,False
FAM168A,False
RP11-809N8.4,False
PLEKHB1,False
RAB6A,False
RP11-707G14.1,False
MRPL48,False
COA4,False
PAAF1,False
RP11-707G14.7,False
DNAJB13,False
RP11-167N4.2,False
UCP2,False
UCP3,False
C2CD3,False
PPME1,False
P4HA3,False
RP11-632K5.3,False
PGM2L1,False
RP11-702H23.4,False
KCNE3,False
RP11-702H23.6,False
LIPT2,False
AP001372.2,False
POLD3,False
CHRDL2,False
RNF169,True
XRRA1,False
SPCS2,False
NEU3,False
CTD-2562J17.2,False
SLCO2B1,False
CTD-2562J17.4,False
TPBGL,False
CTD-2562J17.7,False
ARRB1,False
RPS3,False
KLHL35,False
GDPD5,False
SERPINH1,False
CTD-2530H12.4,False
MAP6,False
MOGAT2,False
CTD-2530H12.1,False
DGAT2,False
RP11-535A19.1,False
RP11-535A19.2,False
UVRAG,False
CTD-2011F17.2,False
WNT11,False
RP11-619A14.3,False
PRKRIR,False
RP11-111M22.2,False
RP11-111M22.3,False
C11orf30,False
RP11-672A2.6,False
RP11-672A2.5,False
RP11-672A2.4,False
AP001189.4,False
LRRC32,False
RP11-672A2.3,False
TSKU,False
RP11-21L23.3,False
ACER3,False
B3GNT6,False
CAPN5,False
MYO7A,False
GDPD4,False
PAK1,False
DKFZP434E1119,False
CLNS1A,False
AQP11,False
RSF1,False
AAMDC,False
RP11-91P24.7,False
RP11-91P24.5,False
RP11-91P24.6,False
INTS4,False
KCTD14,False
NDUFC2-KCTD14,False
RP11-7I15.4,False
THRSP,False
NDUFC2,False
ALG8,False
KCTD21-AS1,False
KCTD21,False
USP35,False
GAB2,False
RP11-452H21.1,False
RP11-452H21.2,False
RP11-452H21.4,False
NARS2,False
RP11-843A23.1,False
TENM4,False
RP11-686G23.2,False
RP11-179A16.1,False
FAM181B,False
PRCP,False
C11orf82,False
RAB30,False
RAB30-AS1,False
RP11-113K21.4,False
PCF11,False
RP11-727A23.11,False
ANKRD42,False
RP11-727A23.7,False
CCDC90B,False
RP11-727A23.10,False
DLG2,False
CTD-2537O9.1,False
TMEM126B,False
TMEM126A,False
CREBZF,False
CCDC89,False
SYTL2,True
AP000974.1,False
CCDC83,False
PICALM,False
RP11-12D16.2,False
EED,False
C11orf73,False
CCDC81,False
RP11-317J19.1,False
ME3,False
CTD-2005H7.1,False
CTD-2005H7.2,False
PRSS23,True
AP000654.4,False
RP11-736K20.5,False
FZD4,False
RP11-736K20.6,False
TMEM135,False
RP11-164N3.2,False
RAB38,False
CTSC,True
GRM5-AS1,False
TYR,False
NOX4,False
RP11-313I2.11,False
NAALAD2,False
CHORDC1,False
FAT3,False
RP11-203F8.1,False
MTNR1B,False
SLC36A4,False
CCDC67,False
SMCO4,False
KIAA1731,False
SCARNA9,False
TAF1D,False
C11orf54,False
MED17,False
VSTM5,False
HEPHL1,False
PANX1,False
RP11-680H20.2,False
GPR83,False
MRE11A,False
RP11-685N10.1,False
ANKRD49,False
LINC01171,False
PIWIL4,False
FUT4,False
RP11-867G2.8,False
RP11-867G2.5,False
RP11-867G2.6,False
AMOTL1,False
RP11-856F16.2,False
CWC15,False
KDM4D,False
ENDOD1,False
RP11-712B9.2,False
SESN3,False
RP11-338H14.1,False
RP11-644L4.1,False
FAM76B,False
CEP57,False
MTMR2,False
MAML2,False
CCDC82,False
JRKL,False
CNTN5,False
CTD-2383M3.1,False
ARHGAP42,False
TMEM133,False
PGR,False
TRPC6,False
ANGPTL5,False
KIAA1377,True
C11orf70,False
YAP1,False
RP11-864G5.3,False
BIRC3,True
BIRC2,False
TMEM123,False
RP11-315O6.1,False
MMP7,False
MMP8,False
MMP1,False
MMP3,False
DCUN1D5,False
DYNC2H1,False
RP11-563P16.1,False
PDGFD,True
DDI1,False
RP11-886D15.1,False
CASP12,False
CASP4,False
CASP5,False
CASP1,False
CARD16,False
CARD17,False
GRIA4,False
MSANTD4,False
KBTBD3,False
AASDHPPT,False
RP11-677I18.3,False
GUCY1A2,False
RP11-819C21.1,False
CWF19L2,False
ALKBH8,False
ELMOD1,False
SLN,False
AP001024.2,False
AP001024.1,False
SLC35F2,False
RAB39A,False
CUL5,False
RP11-144G7.2,False
ACAT1,False
NPAT,False
ATM,False
C11orf65,False
KDELC2,False
EXPH5,False
DDX10,False
C11orf87,False
ZC3H12C,False
RDX,False
RP11-347E10.1,False
FDX1,False
ARHGAP20,False
RP11-89C3.3,False
RP11-89C3.4,False
COLCA1,False
COLCA2,False
POU2AF1,False
RP11-794P6.6,False
C11orf88,False
LAYN,False
SIK2,False
PPP2R1B,False
RP11-108O10.2,False
ALG9,False
ALG9-1,False
FDXACB1,False
C11orf1,False
CRYAB,False
HSPB2,False
C11orf52,False
DIXDC1,False
DLAT,False
PIH1D2,False
C11orf57,False
TIMM8B,False
SDHD,False
SDHD-1,False
IL18,False
TEX12,False
BCO2,True
PTS,False
AP002884.2,False
RP11-65M17.3,False
RP11-65M17.1,False
RP11-629G13.1,False
NCAM1,True
NCAM1-AS1,False
RP11-839D17.3,False
TTC12,False
ANKK1,False
DRD2,False
TMPRSS5,False
ZW10,False
RP11-667M19.2,False
USP28,True
RP11-667M19.10,False
HTR3B,False
HTR3A,False
ZBTB16,True
NNMT,False
RP11-64D24.4,False
C11orf71,False
RBM7,False
RP11-212D19.4,False
REXO2,False
NXPE2,False
CADM1,False
AP000462.3,False
AP000997.2,False
LINC00900,False
AP001891.1,False
BUD13,False
AP006216.10,False
AP006216.11,False
ZNF259,False
APOA5,False
APOA1,True
APOA1-AS,False
SIK3,False
AP000936.4,False
PAFAH1B2,True
SIDT2,False
TAGLN,False
PCSK7,False
RNF214,False
BACE1,False
CEP164,False
AP000892.4,False
DSCAML1,False
FXYD2,True
RP11-728F11.3,False
FXYD6-FXYD2,False
RP11-728F11.4,False
FXYD6,False
TMPRSS13,False
IL10RA,False
TMPRSS4-AS1,False
TMPRSS4,False
SCN4B,False
SCN2B,False
AMICA1,False
MPZL3,False
MPZL2,False
CD3E,False
CD3D,False
CD3G,False
UBE4A,False
RP11-770J1.5,False
ATP5L,False
RP11-770J1.4,False
KMT2A,False
RP11-770J1.3,False
TTC36,False
TMEM25,False
IFT46,False
ARCN1,False
PHLDB1,False
AP002954.3,False
AP002954.4,False
DDX6,False
CXCR5,False
RP11-158I9.5,False
BCL9L,False
UPK2,False
RP11-158I9.7,False
FOXR1,False
RP11-110I1.12,False
CCDC84,False
RP11-110I1.11,False
RPS25,False
TRAPPC4,False
SLC37A4,False
RP11-110I1.6,False
HYOU1,False
RP11-110I1.14,False
RP11-110I1.13,False
VPS11,False
HMBS,False
H2AFX,False
DPAGT1,False
C2CD2L,False
HINFP,False
ABCG4,False
NLRX1,False
PDZD3,False
CCDC153,False
CBL,False
MCAM,False
RNF26,False
RP11-334E6.10,False
USP2,False
RP11-334E6.3,False
USP2-AS1,False
THY1,False
RP11-196E1.3,False
PVRL1,False
CTD-2523D13.2,False
TRIM29,False
AP000679.2,False
OAF,False
POU2F3,False
TMEM136,False
ARHGEF12,True
GRIK4,False
RP11-640N11.2,False
TBCEL,False
TECTA,False
SC5D,False
RP11-730K11.1,False
SORL1,False
UBASH3B,False
CRTAM,False
C11orf63,False
HSPA8,False
CLMP,False
AP000783.1,False
LINC01059,False
GRAMD1B,False
SCN3B,False
ZNF202,False
OR8D4,False
VWA5A,False
PANX3,False
TBRG1,False
SIAE,False
SPA17,False
NRGN,True
RP11-677M14.2,False
VSIG2,False
ESAM,False
RP11-677M14.3,False
MSANTD2,False
RP11-677M14.7,False
ROBO3,False
RP11-664I21.5,False
ROBO4,False
RP11-664I21.6,False
HEPACAM,False
HEPN1,False
CCDC15,False
SLC37A2,False
TMEM218,False
PKNOX2,False
FEZ1,True
AP000708.1,False
EI24,False
STT3A-AS1,False
STT3A,False
CHEK1,False
ACRV1,False
PATE2,False
RP11-680F20.10,False
HYLS1,False
PUS3,False
DDX25,False
RP11-680F20.4,False
CDON,False
RPUSD4,False
RP11-50B3.4,False
FAM118B,False
SRPR,False
FOXRED1,False
TIRAP,False
RP11-712L6.7,False
RP11-712L6.5,False
DCPS,False
ST3GAL4,False
KIRREL3,False
RP11-115C10.1,False
RP11-702B10.2,False
ETS1,False
RP11-1007G5.2,False
RP11-264E20.2,False
RP11-744N12.3,False
FLI1,False
SENCR,False
KCNJ1,False
KCNJ5,False
C11orf45,False
TP53AIP1,False
ARHGAP32,False
BARX2,False
TMEM45B,False
NFRKB,False
PRDM10,False
LINC00167,False
AP003041.2,False
APLP2,True
ST14,False
ZBTB44,True
RP11-121M22.1,False
ADAMTS8,False
ADAMTS15,False
RP11-890B15.2,False
RP11-890B15.3,False
SNX19,False
NTM,False
AP003025.2,False
IGSF9B,False
RP11-713P17.5,False
RP11-713P17.3,False
RP11-713P17.4,False
JAM3,False
NCAPD3,False
RP11-700F16.3,False
VPS26B,False
THYN1,False
ACAD8,False
GLB1L3,False
GLB1L2,False
B3GAT1,True
AP004550.1,False
RP11-469N6.1,False
AP003062.1,False
AC026369.1,False
FAM138D,False
IQSEC3,False
RP11-598F7.3,False
RP11-598F7.4,False
RP11-598F7.5,False
RP11-598F7.6,False
SLC6A12,False
SLC6A13,False
KDM5A,False
CCDC77,False
B4GALNT3,False
NINJ2,False
RP11-218M22.1,False
RP11-218M22.2,False
WNK1,False
RAD52,False
RP11-359B12.2,False
ERC1,False
LINC00942,False
WNT5B,False
FBXL14,False
ADIPOR2,False
CACNA2D4,False
LRTM2,False
RP5-1096D14.3,False
LINC00940,False
DCP1B,False
CACNA1C,False
RP5-1096D14.6,False
CACNA1C-AS2,False
CACNA1C-AS1,False
RP11-885B4.2,False
FKBP4,False
RP4-816N1.6,False
RP4-816N1.7,False
ITFG2,False
NRIP2,False
AC005841.1,False
FOXM1,False
RHNO1,False
TULP3,False
TEAD4,False
TSPAN9,False
RP5-1063M23.2,False
PRMT8,False
EFCAB4B,False
PARP11,False
RP11-664D1.1,False
CCND2-AS1,False
CCND2-AS2,False
CCND2,False
C12orf5,False
FGF23,False
C12orf4,False
RAD51AP1,False
DYRK4,False
RP11-500M8.7,False
AKAP3,False
NDUFA9,False
RP11-234B24.6,False
GALNT8,False
RP11-234B24.4,False
KCNA6,False
KCNA1,False
KCNA5,False
RP11-319E16.1,False
RP11-1038A11.3,False
RP11-319E16.2,False
RP11-1038A11.2,False
RP11-1038A11.1,False
ANO2,False
VWF,False
CD9,True
PLEKHG6,False
TNFRSF1A,False
SCNN1A,False
LTBR,False
RP1-102E24.8,False
CD27-AS1,False
CD27,False
TAPBPL,False
VAMP1,False
MRPL51,False
NCAPD2,False
